Exercice_number,Category_number,Used_pattern
931,0,"[2, 3, 6, 5, 7, 9, 11]"
931,1,"[3, 4, 5]"
931,2,"[1, 3, 2, 10]"
931,3,[2]
931,4,[7]
931,5,"[4, 3]"
931,6,"[10, 11]"
932,0,"[3, 4, 5, 6, 8, 10, 12]"
932,1,"[5, 4, 1]"
932,2,"[7, 3, 4, 13]"
932,3,[1]
932,4,[1]
932,5,"[4, 2]"
932,6,"[2, 16]"
933,0,"[2, 3, 6, 5, 8, 9, 12]"
933,1,"[6, 1, 4]"
933,2,"[5, 2, 8, 12]"
933,3,[1]
933,4,[6]
933,5,"[1, 2]"
933,6,"[10, 16]"
934,0,"[2, 1, 6, 5, 7, 10, 11]"
934,1,"[5, 6, 4]"
934,2,"[7, 8, 2, 9]"
934,3,[3]
934,4,[7]
934,5,"[3, 4]"
934,6,"[1, 21]"
935,0,"[2, 1, 6, 5, 8, 10, 12]"
935,1,"[6, 1, 3]"
935,2,"[2, 5, 4, 10]"
935,3,[1]
935,4,[4]
935,5,"[2, 4]"
935,6,"[2, 10]"
936,0,"[3, 2, 6, 5, 7, 9, 11]"
936,1,"[4, 2, 3]"
936,2,"[2, 4, 8, 12]"
936,3,[4]
936,4,[1]
936,5,"[3, 1]"
936,6,"[5, 15]"
937,0,"[3, 1, 6, 5, 8, 10, 12]"
937,1,"[2, 6, 4]"
937,2,"[2, 6, 3, 13]"
937,3,[2]
937,4,[1]
937,5,"[1, 3]"
937,6,"[15, 2]"
938,0,"[2, 3, 5, 6, 7, 9, 11]"
938,1,"[2, 3, 6]"
938,2,"[3, 2, 7, 12]"
938,3,[1]
938,4,[3]
938,5,"[2, 3]"
938,6,"[6, 9]"
939,0,"[4, 1, 6, 5, 8, 10, 12]"
939,1,"[4, 2, 1]"
939,2,"[3, 1, 8, 11]"
939,3,[4]
939,4,[4]
939,5,"[2, 5]"
939,6,"[7, 8]"
940,0,"[2, 3, 6, 5, 8, 9, 11]"
940,1,"[4, 3, 2]"
940,2,"[4, 5, 8, 13]"
940,3,[1]
940,4,[3]
940,5,"[2, 3]"
940,6,"[11, 5]"
941,0,"[3, 4, 6, 5, 7, 10, 11]"
941,1,"[4, 5, 1]"
941,2,"[7, 2, 1, 9]"
941,3,[1]
941,4,[4]
941,5,"[4, 2]"
941,6,"[11, 10]"
942,0,"[1, 2, 6, 5, 8, 10, 12]"
942,1,"[6, 5, 2]"
942,2,"[1, 6, 5, 11]"
942,3,[3]
942,4,[6]
942,5,"[2, 1]"
942,6,"[10, 9]"
943,0,"[1, 4, 6, 5, 8, 10, 11]"
943,1,"[3, 6, 2]"
943,2,"[3, 2, 8, 13]"
943,3,[4]
943,4,[3]
943,5,"[5, 2]"
943,6,"[2, 9]"
944,0,"[1, 4, 6, 5, 8, 9, 11]"
944,1,"[4, 6, 3]"
944,2,"[6, 8, 2, 10]"
944,3,[4]
944,4,[6]
944,5,"[3, 5]"
944,6,"[15, 9]"
945,0,"[4, 3, 6, 5, 7, 10, 12]"
945,1,"[6, 4, 1]"
945,2,"[5, 7, 3, 11]"
945,3,[4]
945,4,[3]
945,5,"[4, 2]"
945,6,"[9, 2]"
946,0,"[1, 3, 6, 5, 7, 9, 12]"
946,1,"[1, 6, 3]"
946,2,"[4, 3, 1, 10]"
946,3,[2]
946,4,[6]
946,5,"[2, 3]"
946,6,"[15, 1]"
947,0,"[3, 2, 6, 5, 8, 9, 12]"
947,1,"[5, 6, 2]"
947,2,"[2, 1, 8, 13]"
947,3,[4]
947,4,[3]
947,5,"[1, 2]"
947,6,"[10, 2]"
948,0,"[1, 4, 6, 5, 8, 9, 12]"
948,1,"[5, 1, 2]"
948,2,"[1, 6, 2, 10]"
948,3,[1]
948,4,[2]
948,5,"[3, 5]"
948,6,"[2, 20]"
949,0,"[2, 1, 5, 6, 8, 10, 11]"
949,1,"[2, 6, 3]"
949,2,"[1, 2, 7, 13]"
949,3,[1]
949,4,[4]
949,5,"[1, 4]"
949,6,"[4, 1]"
950,0,"[3, 1, 6, 5, 8, 10, 11]"
950,1,"[3, 1, 2]"
950,2,"[1, 7, 4, 13]"
950,3,[1]
950,4,[2]
950,5,"[1, 4]"
950,6,"[11, 9]"
951,0,"[1, 2, 6, 5, 7, 9, 12]"
951,1,"[2, 1, 5]"
951,2,"[7, 5, 1, 12]"
951,3,[1]
951,4,[3]
951,5,"[1, 5]"
951,6,"[10, 2]"
952,0,"[1, 3, 6, 5, 7, 9, 12]"
952,1,"[2, 3, 1]"
952,2,"[7, 6, 2, 9]"
952,3,[2]
952,4,[6]
952,5,"[2, 4]"
952,6,"[1, 2]"
953,0,"[3, 2, 5, 6, 7, 10, 11]"
953,1,"[6, 1, 3]"
953,2,"[4, 3, 2, 9]"
953,3,[2]
953,4,[6]
953,5,"[4, 1]"
953,6,"[1, 15]"
954,0,"[2, 3, 5, 6, 8, 10, 11]"
954,1,"[5, 1, 2]"
954,2,"[6, 7, 2, 12]"
954,3,[2]
954,4,[4]
954,5,"[2, 4]"
954,6,"[15, 1]"
955,0,"[2, 3, 5, 6, 8, 10, 12]"
955,1,"[3, 4, 2]"
955,2,"[3, 4, 5, 10]"
955,3,[3]
955,4,[3]
955,5,"[4, 2]"
955,6,"[10, 8]"
956,0,"[1, 3, 6, 5, 7, 10, 11]"
956,1,"[6, 2, 1]"
956,2,"[8, 3, 5, 9]"
956,3,[4]
956,4,[1]
956,5,"[3, 2]"
956,6,"[20, 8]"
957,0,"[4, 2, 6, 5, 8, 10, 12]"
957,1,"[6, 4, 5]"
957,2,"[2, 6, 8, 12]"
957,3,[4]
957,4,[6]
957,5,"[4, 3]"
957,6,"[9, 7]"
958,0,"[1, 4, 5, 6, 7, 10, 11]"
958,1,"[3, 6, 4]"
958,2,"[5, 8, 7, 12]"
958,3,[2]
958,4,[7]
958,5,"[1, 4]"
958,6,"[21, 15]"
959,0,"[2, 1, 6, 5, 8, 9, 11]"
959,1,"[4, 5, 1]"
959,2,"[6, 3, 2, 9]"
959,3,[3]
959,4,[6]
959,5,"[4, 1]"
959,6,"[1, 7]"
960,0,"[3, 1, 5, 6, 8, 9, 11]"
960,1,"[1, 5, 6]"
960,2,"[3, 7, 6, 9]"
960,3,[4]
960,4,[4]
960,5,"[1, 4]"
960,6,"[5, 15]"
961,0,"[2, 4, 5, 6, 7, 10, 11]"
961,1,"[1, 5, 2]"
961,2,"[1, 2, 4, 12]"
961,3,[4]
961,4,[2]
961,5,"[2, 1]"
961,6,"[20, 7]"
962,0,"[3, 1, 6, 5, 8, 9, 11]"
962,1,"[3, 6, 4]"
962,2,"[2, 7, 4, 11]"
962,3,[2]
962,4,[7]
962,5,"[5, 4]"
962,6,"[16, 9]"
963,0,"[2, 1, 6, 5, 7, 10, 11]"
963,1,"[6, 2, 1]"
963,2,"[4, 7, 3, 13]"
963,3,[1]
963,4,[3]
963,5,"[5, 4]"
963,6,"[11, 20]"
964,0,"[4, 3, 6, 5, 7, 9, 12]"
964,1,"[5, 4, 6]"
964,2,"[7, 8, 3, 10]"
964,3,[2]
964,4,[7]
964,5,"[4, 5]"
964,6,"[15, 10]"
965,0,"[2, 1, 5, 6, 7, 10, 12]"
965,1,"[4, 6, 3]"
965,2,"[8, 2, 3, 10]"
965,3,[4]
965,4,[7]
965,5,"[2, 1]"
965,6,"[16, 9]"
966,0,"[4, 3, 6, 5, 7, 10, 12]"
966,1,"[6, 4, 5]"
966,2,"[1, 3, 2, 10]"
966,3,[4]
966,4,[6]
966,5,"[4, 2]"
966,6,"[16, 8]"
967,0,"[3, 1, 5, 6, 7, 9, 11]"
967,1,"[3, 2, 1]"
967,2,"[5, 3, 4, 11]"
967,3,[2]
967,4,[6]
967,5,"[5, 3]"
967,6,"[15, 2]"
968,0,"[3, 2, 5, 6, 7, 10, 12]"
968,1,"[6, 2, 1]"
968,2,"[4, 8, 5, 13]"
968,3,[1]
968,4,[6]
968,5,"[2, 1]"
968,6,"[9, 1]"
969,0,"[4, 2, 6, 5, 8, 9, 11]"
969,1,"[4, 5, 6]"
969,2,"[4, 6, 7, 13]"
969,3,[4]
969,4,[4]
969,5,"[1, 2]"
969,6,"[1, 7]"
970,0,"[1, 4, 5, 6, 8, 9, 11]"
970,1,"[4, 3, 6]"
970,2,"[5, 8, 6, 10]"
970,3,[4]
970,4,[5]
970,5,"[4, 5]"
970,6,"[15, 5]"
971,0,"[2, 3, 5, 6, 7, 9, 11]"
971,1,"[6, 4, 5]"
971,2,"[5, 6, 7, 9]"
971,3,[1]
971,4,[7]
971,5,"[2, 1]"
971,6,"[6, 8]"
972,0,"[4, 3, 5, 6, 8, 9, 11]"
972,1,"[4, 1, 6]"
972,2,"[8, 1, 2, 12]"
972,3,[1]
972,4,[2]
972,5,"[1, 2]"
972,6,"[8, 7]"
973,0,"[4, 1, 5, 6, 7, 10, 12]"
973,1,"[6, 3, 5]"
973,2,"[5, 7, 6, 12]"
973,3,[2]
973,4,[4]
973,5,"[2, 1]"
973,6,"[1, 15]"
974,0,"[2, 4, 5, 6, 8, 10, 11]"
974,1,"[2, 3, 6]"
974,2,"[4, 7, 1, 11]"
974,3,[3]
974,4,[6]
974,5,"[1, 5]"
974,6,"[10, 9]"
975,0,"[1, 3, 5, 6, 7, 10, 11]"
975,1,"[6, 4, 5]"
975,2,"[2, 1, 4, 10]"
975,3,[3]
975,4,[6]
975,5,"[5, 1]"
975,6,"[8, 15]"
976,0,"[1, 3, 6, 5, 7, 9, 12]"
976,1,"[6, 5, 3]"
976,2,"[5, 2, 7, 11]"
976,3,[1]
976,4,[2]
976,5,"[1, 2]"
976,6,"[8, 9]"
977,0,"[2, 4, 6, 5, 7, 10, 12]"
977,1,"[5, 1, 3]"
977,2,"[8, 3, 7, 9]"
977,3,[2]
977,4,[4]
977,5,"[5, 4]"
977,6,"[2, 5]"
978,0,"[1, 2, 6, 5, 7, 10, 12]"
978,1,"[6, 3, 1]"
978,2,"[5, 2, 1, 12]"
978,3,[1]
978,4,[1]
978,5,"[3, 2]"
978,6,"[8, 20]"
979,0,"[3, 4, 6, 5, 7, 10, 12]"
979,1,"[4, 6, 1]"
979,2,"[4, 8, 7, 13]"
979,3,[1]
979,4,[6]
979,5,"[1, 2]"
979,6,"[16, 10]"
980,0,"[1, 3, 5, 6, 7, 10, 11]"
980,1,"[2, 3, 5]"
980,2,"[8, 5, 4, 10]"
980,3,[4]
980,4,[2]
980,5,"[3, 5]"
980,6,"[15, 16]"
981,0,"[3, 2, 6, 5, 8, 9, 12]"
981,1,"[5, 1, 6]"
981,2,"[8, 4, 5, 13]"
981,3,[4]
981,4,[4]
981,5,"[4, 3]"
981,6,"[2, 7]"
982,0,"[4, 2, 6, 5, 8, 10, 12]"
982,1,"[6, 2, 3]"
982,2,"[1, 2, 8, 11]"
982,3,[4]
982,4,[6]
982,5,"[4, 3]"
982,6,"[9, 7]"
983,0,"[4, 3, 6, 5, 8, 9, 12]"
983,1,"[1, 4, 3]"
983,2,"[7, 2, 8, 13]"
983,3,[1]
983,4,[7]
983,5,"[1, 2]"
983,6,"[16, 8]"
984,0,"[4, 1, 6, 5, 7, 9, 11]"
984,1,"[4, 6, 5]"
984,2,"[1, 8, 7, 11]"
984,3,[1]
984,4,[4]
984,5,"[4, 2]"
984,6,"[7, 10]"
985,0,"[1, 4, 6, 5, 8, 9, 12]"
985,1,"[2, 3, 5]"
985,2,"[6, 7, 3, 11]"
985,3,[3]
985,4,[7]
985,5,"[3, 2]"
985,6,"[7, 20]"
986,0,"[2, 3, 6, 5, 7, 9, 11]"
986,1,"[5, 6, 4]"
986,2,"[8, 4, 7, 13]"
986,3,[4]
986,4,[6]
986,5,"[2, 1]"
986,6,"[1, 9]"
987,0,"[2, 4, 5, 6, 7, 9, 12]"
987,1,"[5, 3, 4]"
987,2,"[3, 7, 1, 13]"
987,3,[4]
987,4,[4]
987,5,"[4, 3]"
987,6,"[4, 1]"
988,0,"[3, 2, 5, 6, 7, 9, 11]"
988,1,"[2, 1, 6]"
988,2,"[3, 4, 8, 9]"
988,3,[4]
988,4,[1]
988,5,"[5, 1]"
988,6,"[8, 21]"
989,0,"[1, 4, 5, 6, 8, 9, 12]"
989,1,"[6, 2, 1]"
989,2,"[4, 5, 7, 10]"
989,3,[4]
989,4,[7]
989,5,"[2, 3]"
989,6,"[1, 11]"
990,0,"[4, 1, 5, 6, 7, 10, 11]"
990,1,"[6, 1, 3]"
990,2,"[1, 8, 6, 10]"
990,3,[3]
990,4,[6]
990,5,"[3, 2]"
990,6,"[11, 2]"
991,0,"[4, 1, 5, 6, 7, 9, 12]"
991,1,"[2, 3, 4]"
991,2,"[4, 6, 5, 9]"
991,3,[3]
991,4,[7]
991,5,"[2, 5]"
991,6,"[5, 10]"
992,0,"[1, 2, 6, 5, 8, 10, 11]"
992,1,"[2, 6, 3]"
992,2,"[1, 3, 7, 12]"
992,3,[4]
992,4,[6]
992,5,"[1, 2]"
992,6,"[8, 1]"
993,0,"[1, 3, 5, 6, 8, 10, 12]"
993,1,"[6, 3, 2]"
993,2,"[5, 8, 6, 13]"
993,3,[4]
993,4,[6]
993,5,"[4, 1]"
993,6,"[7, 16]"
994,0,"[1, 2, 6, 5, 8, 10, 11]"
994,1,"[5, 2, 3]"
994,2,"[2, 8, 7, 11]"
994,3,[1]
994,4,[6]
994,5,"[1, 2]"
994,6,"[5, 2]"
995,0,"[4, 1, 5, 6, 8, 10, 12]"
995,1,"[4, 1, 6]"
995,2,"[1, 8, 7, 11]"
995,3,[1]
995,4,[6]
995,5,"[3, 5]"
995,6,"[9, 16]"
996,0,"[1, 3, 5, 6, 7, 10, 12]"
996,1,"[1, 4, 3]"
996,2,"[1, 8, 5, 13]"
996,3,[4]
996,4,[1]
996,5,"[2, 3]"
996,6,"[8, 21]"
997,0,"[2, 4, 5, 6, 8, 9, 12]"
997,1,"[6, 2, 1]"
997,2,"[1, 3, 5, 13]"
997,3,[2]
997,4,[6]
997,5,"[1, 4]"
997,6,"[10, 21]"
998,0,"[1, 4, 6, 5, 8, 10, 12]"
998,1,"[5, 1, 4]"
998,2,"[7, 8, 4, 11]"
998,3,[3]
998,4,[3]
998,5,"[1, 4]"
998,6,"[16, 11]"
999,0,"[1, 2, 5, 6, 8, 10, 12]"
999,1,"[4, 3, 6]"
999,2,"[1, 8, 2, 13]"
999,3,[1]
999,4,[7]
999,5,"[1, 3]"
999,6,"[4, 11]"
